genres,item_name,tags,item_id
"['Action', 'Casual', 'Indie']",Razor2: Hidden Skies,"['Action', 'Indie', 'Casual', ""Shoot 'Em Up"", 'Arcade', 'Bullet Hell', 'Shooter']",34920
['Strategy'],The Settlers 7: Uncharted Land Map Pack,['Strategy'],48136
['RPG'],Dimensity,"['RPG', 'Action RPG']",46720
['Action'],Kane &amp; Lynch 2: Dog Days,"['Action', 'Co-op', 'Third-Person Shooter', 'Crime', 'Shooter', 'Third Person', 'Short', 'Atmospheric', 'Heist', 'Violent', 'Multiplayer', 'Singleplayer', 'Mature', 'Story Rich', 'Adventure', 'Nudity', 'Open World']",28000
"['Simulation', 'Strategy']",The Guild II Renaissance,"['Strategy', 'Simulation', 'Economy', 'Medieval', 'RPG', 'Politics', 'Trading', 'City Builder', 'Sandbox', 'Management', 'Singleplayer', 'Multiplayer', 'Resource Management', 'Open World', 'Historical']",39680
['Strategy'],Hearts of Iron III DLC: German II Spritepack,['Strategy'],25962
['Simulation'],Trainz Simulator DLC: Blue Comet,['Simulation'],24634
['Strategy'],Fantasy Wars,"['Strategy', 'Turn-Based', 'Fantasy', 'Turn-Based Strategy', 'Singleplayer']",63900
['Action'],Mafia II,"['Action', 'Open World', 'Crime', 'Story Rich', 'Atmospheric', 'Singleplayer', 'Third Person', 'Third-Person Shooter', 'Shooter', 'Great Soundtrack', 'Adventure', 'America', 'Driving', 'Music', 'Classic', 'Nudity', 'Multiplayer', 'Sandbox', '3D Vision', 'RPG']",50130
['Simulation'],Train Simulator: Network Southeast Class 47 Loco Add-On,"['Simulation', 'Trains', 'Co-op', 'Open World', 'Sandbox', 'Physics', 'Atmospheric', 'Realistic', 'Family Friendly', 'TrackIR']",24075
"['RPG', 'Casual']",Puzzle Quest 2,"['RPG', 'Casual', 'Puzzle', 'Match 3', 'Fantasy', 'Singleplayer', '2D', 'Indie', 'Touch-Friendly']",47540
['Action'],Burn Zombie Burn!,"['Action', 'Zombies']",50510
['Indie'],Madballs B*D*I Clan Skins,['Indie'],25760
['Indie'],Madballs Scorched Evolution Skin Rollup,['Indie'],25763
['Indie'],Madballs BDI Evolution Skin Rollup,['Indie'],25762
['Indie'],Madballs Holiday Skin Rollup,['Indie'],25764
['Strategy'],Victoria I Complete,"['Strategy', 'Grand Strategy', 'Real-Time with Pause', 'Historical']",42980
['Simulation'],Ship Simulator Extremes,"['Simulation', 'Realistic', 'Naval', 'Adventure', 'Multiplayer', 'Open World']",48800
['Strategy'],Worms Reloaded,"['Strategy', '2D', 'Turn-Based', 'Multiplayer', 'Turn-Based Strategy', 'Local Multiplayer', 'Funny', 'Classic', 'Comedy', 'Action', 'Online Co-Op', 'Team-Based', 'Local Co-Op', 'Singleplayer', 'Side Scroller', 'Tactical', 'Competitive', 'Co-op', '4 Player Local']",22600
"['Indie', 'Simulation', 'Strategy']",Making History II: The War of the World,"['Strategy', 'Simulation', 'Grand Strategy', 'World War II', 'Indie', 'Historical', 'Singleplayer', 'Multiplayer', 'Turn-Based']",46770
"['Action', 'Simulation', 'Strategy']",Arma 2: British Armed Forces,"['Simulation', 'Action', 'Strategy', 'FPS', 'Tactical', 'Realistic', 'Military', 'Sandbox']",65700
['Strategy'],Victoria II,"['Grand Strategy', 'Strategy', 'Historical', 'Politics', 'Simulation', 'Real-Time with Pause', 'World War I', 'Military', 'Economy', 'Sandbox', 'Singleplayer', 'RTS', 'War', 'Multiplayer', 'Moddable', 'Alternate History', 'Management', 'Education', 'Diplomacy', 'Great Soundtrack']",42960
['Indie'],Madballs Scorched Clan Skins,['Indie'],25761
['Action'],Kane &amp; Lynch 2: The Doggie Bag,['Action'],28010
['Action'],Kane &amp; Lynch 2: Multiplayer Masks Pack,['Action'],28012
['Simulation'],Trainz: Classic Cabon City,"['Simulation', 'Trains']",24640
['Action'],Kane &amp; Lynch 2: Alliance Weapon Pack,['Action'],28011
['Strategy'],Cossacks: Back to War,"['Strategy', 'RTS', 'Classic', 'Multiplayer', 'Historical']",4850
['Adventure'],Broken Sword: Director's Cut,"['Adventure', 'Point & Click', 'Classic', 'Mystery', 'Puzzle', 'Female Protagonist', 'Singleplayer', 'Hand-drawn', 'Conspiracy', 'Retro', ""1990's"", 'Third Person', 'Atmospheric', 'Story Rich']",57640
['Casual'],Chime,"['Casual', 'Puzzle', 'Music', 'Rhythm', 'Great Soundtrack', 'Indie', 'Singleplayer']",62100
['Action'],Mafia II DLC: Jimmy's Vendetta,"['Action', 'Open World']",50145
['Action'],Sniper: Ghost Warrior - Map Pack,['Action'],34841
"['Action', 'Indie']",VVVVVV,"['Platformer', 'Indie', 'Great Soundtrack', 'Difficult', 'Retro', '2D', 'Singleplayer', 'Pixel Graphics', 'Exploration', 'Action', 'Sci-fi', 'Adventure', 'Short', 'Metroidvania', 'Puzzle', 'Minimalist', 'Open World', 'Space', 'Classic', 'Casual']",70300
['Strategy'],The Settlers 7: Conquest - The Empire Expansion DLC,['Strategy'],48137
"['Action', 'Adventure', 'Indie']",Amnesia: The Dark Descent,"['Horror', 'First-Person', 'Atmospheric', 'Survival Horror', 'Indie', 'Adventure', 'Dark', 'Singleplayer', 'Stealth', 'Puzzle', 'Survival', 'Psychological Horror', 'Gothic', 'Action', 'Story Rich', 'Exploration', 'Great Soundtrack', 'Lovecraftian', 'Classic', 'Moddable']",57300
"['RPG', 'Indie']",Recettear: An Item Shop's Tale,"['Capitalism', 'Anime', 'RPG', 'Dungeon Crawler', 'JRPG', 'Indie', 'Singleplayer', 'Cute', 'Simulation', 'Female Protagonist', 'Comedy', 'Action RPG', 'Management', 'Strategy', 'Fantasy', 'Action', 'Adventure', '2D', 'Hack and Slash', 'Visual Novel']",70400
"['Action', 'Casual', 'Indie']",Swarm Arena,"['Indie', 'Casual', 'Action', 'Arcade']",46600
"['Action', 'Simulation']",Super Thunder Blade™,"['Action', 'Simulation']",34314
['Action'],Galaxy Force II™,['Action'],34310
['Simulation'],Hacker Evolution,"['Simulation', 'Hacking', 'Puzzle', 'Singleplayer']",70100
"['Indie', 'Simulation']",Hacker Evolution: Untold,"['Simulation', 'Indie', 'Hacking', 'Singleplayer', 'Puzzle']",70110
"['Casual', 'Indie']",Faerie Solitaire,"['Card Game', 'Casual', 'Indie', 'Singleplayer', 'Puzzle', 'Mouse only', 'Fantasy', '2D', 'Family Friendly', 'Touch-Friendly', 'Cute']",38600
['Strategy'],Patrician IV - Steam Special Edition,"['Strategy', 'Trading', 'Resource Management', 'Simulation', 'Economy', 'Capitalism', 'Singleplayer', 'Historical']",57620
['Action'],Bonanza Bros.™,"['Action', ""1990's""]",34284
"['RPG', 'Strategy']",King's Bounty: Crossworlds,"['RPG', 'Strategy', 'Turn-Based Strategy', 'Turn-Based', 'Hex Grid', 'Fantasy', 'Adventure', 'Atmospheric', 'Female Protagonist']",63910
['Simulation'],Train Simulator: Green &amp; Gold HST DMU Add-On,"['Simulation', 'Trains', 'Co-op', 'Open World', 'Sandbox', 'Physics', 'Atmospheric', 'Realistic', 'Family Friendly', 'TrackIR']",24082
['Strategy'],Sid Meier's Civilization® V,"['Turn-Based Strategy', 'Strategy', 'Turn-Based', 'Multiplayer', 'Historical', '4X', 'Singleplayer', 'Hex Grid', 'Grand Strategy', 'Replay Value', 'Co-op', 'Tactical', 'Economy', 'Diplomacy', 'Moddable', 'Simulation', 'Great Soundtrack', 'Classic', 'Touch-Friendly', 'Education']",8930
['Strategy'],Commander: Conquest of the Americas - Colonial Navy,['Strategy'],49310
"['Action', 'Indie']",Serious Sam Classic: The Second Encounter,"['Action', 'FPS', 'Classic', 'Indie', 'Co-op', 'Shooter', 'First-Person', 'Comedy', 'Great Soundtrack', 'Multiplayer', 'Singleplayer', 'Gore', 'Sci-fi', 'Split Screen', 'Adventure', 'Local Co-Op']",41060
"['Indie', 'Strategy']",Star Ruler,"['Strategy', 'Space', 'Indie', '4X', 'RTS', 'Sci-fi', 'Grand Strategy', 'Great Soundtrack']",70900
"['Action', 'Adventure']",Blade Kitten,"['Anime', 'Platformer', 'Female Protagonist', 'Action', 'Adventure', 'Singleplayer', 'Indie', 'Sci-fi', 'Hack and Slash', 'Fantasy', 'Cute']",9940
['Action'],Alien Breed 2: Assault,"['Action', 'Shooter', 'Isometric', 'Third Person', 'Sci-fi', 'Aliens', 'Singleplayer', 'Co-op', 'Top-Down', 'Twin Stick Shooter', 'Top-Down Shooter', 'Horror']",22650
['Action'],Serious Sam HD: Gold Edition,"['Action', 'FPS']",901553
"['Action', 'Adventure']",Darksiders™,"['Action', 'Adventure', 'Hack and Slash', 'Third Person', 'Singleplayer', 'Post-apocalyptic', 'Fantasy', 'Controller', 'Action RPG', 'Action-Adventure', 'Puzzle', 'Metroidvania', 'Open World', '3D Platformer', 'Spectacle fighter', 'RPG', 'Gore', ""Beat 'em up"", 'Character Action Game', 'Platformer']",50620
"['Simulation', 'Strategy']",X: Beyond the Frontier,"['Simulation', 'Space', 'Strategy', 'Sci-fi', 'Singleplayer', 'Space Sim', 'Trading', 'Sandbox', 'Open World', 'Economy', 'Action']",2840
['Strategy'],The Kings' Crusade,"['Strategy', 'Medieval']",42920
"['Action', 'RPG', 'Massively Multiplayer']",Guild Wars: Eye of the North®,"['Massively Multiplayer', 'RPG', 'Action']",29700
"['Simulation', 'Strategy']",X: Tension,"['Simulation', 'Strategy', 'Space', 'Sci-fi', 'Space Sim', 'Economy', 'Singleplayer', 'Sandbox', 'Action', 'Open World']",2850
"['RPG', 'Strategy']",Age of Wonders II: The Wizard's Throne,"['Strategy', 'RPG', 'Turn-Based Strategy', 'Fantasy', 'Turn-Based', '4X', 'Classic']",61510
"['Adventure', 'Casual', 'Simulation']",Governor of Poker 2,"['Casual', 'Adventure', 'Simulation', 'Card Game']",70200
"['Adventure', 'Casual', 'Indie', 'Simulation']",Governor of Poker 2 - Premium Edition,"['Casual', 'Simulation', 'Adventure', 'Indie', 'Card Game']",70210
"['RPG', 'Strategy']",Age of Wonders Shadow Magic,"['Strategy', 'RPG', 'Turn-Based Strategy', 'Fantasy', 'Turn-Based', '4X', 'Singleplayer', 'Multiplayer', 'Classic', 'Magic']",61520
"['RPG', 'Strategy']",Age of Wonders,"['Strategy', 'RPG', 'Turn-Based Strategy', 'Fantasy', 'Turn-Based', 'Classic', '4X', 'Great Soundtrack', 'Multiplayer', 'Singleplayer']",61500
['Action'],Medal of Honor™,"['FPS', 'Action', 'Shooter', 'Military', 'Multiplayer', 'First-Person', 'Singleplayer', 'War', 'Modern', 'Linear', 'America', 'Realistic', 'Co-op', 'Mature', 'Stealth', 'Controller', 'Atmospheric', 'Open World', 'Adventure']",47790
"['Indie', 'RPG', 'Strategy']",Grotesque Tactics: Evil Heroes,"['RPG', 'Strategy', 'Indie', 'Turn-Based', 'Parody', 'Tactical', 'Funny', 'Strategy RPG', 'Adventure', 'Fantasy', 'Singleplayer', 'Casual', 'Comedy', 'Party-Based RPG', 'JRPG', 'Turn-Based Strategy', 'Anime', 'Turn-Based Tactics', 'Dungeon Crawler']",46450
"['Action', 'Adventure']",Lost Planet® 2,"['Action', 'Co-op', 'Mechs', 'Third-Person Shooter', 'Adventure', 'Sci-fi', 'Cult Classic', 'Multiplayer', 'Online Co-Op', 'Shooter', 'Third Person', 'Character Customization', 'Singleplayer', 'Aliens']",45750
"['Adventure', 'Casual', 'Indie']",Doc Clock: The Toasted Sandwich of Time,"['Casual', 'Indie', 'Adventure', 'Puzzle']",57800
"['Action', 'RPG']",Fallout: New Vegas,"['Open World', 'RPG', 'Post-apocalyptic', 'Singleplayer', 'Moddable', 'First-Person', 'Action', 'Exploration', 'Adventure', 'Sci-fi', 'Story Rich', 'FPS', 'Atmospheric', 'Western', 'Sandbox', 'Action RPG', 'Survival', 'Character Customization', 'Shooter', 'Third Person']",22380
"['Action', 'Casual', 'Indie']",The Polynomial - Space of the music,"['Indie', 'Music', 'Action', 'Rhythm', 'Casual', 'Psychedelic', 'Arcade', 'First-Person', 'Colorful', 'Singleplayer', 'Great Soundtrack', 'Bullet Hell', 'Score Attack', 'Music-Based Procedural Generation', 'Flight']",67000
"['Adventure', 'Indie']",Puzzle Bots,"['Adventure', 'Indie', 'Point & Click', 'Puzzle', 'Robots', 'Singleplayer']",80300
"['Indie', 'Racing']",Nimbus,"['Indie', 'Racing', 'Puzzle', 'Physics', 'Difficult', 'Time Attack']",50000
['Strategy'],Civilization V - Babylon (Nebuchadnezzar II),['Strategy'],16868
"['Action', 'Indie', 'RPG']",DeathSpank,"['RPG', 'Action', 'Indie', 'Comedy', 'Action RPG', 'Parody', 'Hack and Slash', 'Singleplayer', 'Local Co-Op']",18040
"['Action', 'Simulation']",Virtua Fighter™ 2,"['Action', 'Simulation', 'Fighting']",71115
['Casual'],Columns™ III,"['Casual', 'Puzzle']",34317
['RPG'],Sword of Vermilion™,['RPG'],71114
['Action'],Golden Axe™ II,"['Action', ""Beat 'em up"", '2D', 'Classic']",71112
"['Action', 'Adventure']",Sonic The Hedgehog,"['Platformer', 'Classic', 'Adventure', 'Action', '2D', 'Great Soundtrack', 'Retro', 'Singleplayer', ""1990's"", 'Fast-Paced', 'Family Friendly', 'Pixel Graphics', 'Colorful', 'Difficult']",71113
['Adventure'],Ecco™: The Tides of Time,"['Adventure', 'Classic', 'Horror', 'Underwater']",34319
['Action'],Bio-Hazard Battle™,"['Action', ""Shoot 'Em Up""]",34316
['Action'],Alien Storm,"['Action', 'Arcade', ""Beat 'em up""]",34315
"['Action', 'Indie']",Shank,"['Action', 'Indie', ""Beat 'em up"", 'Local Co-Op', 'Side Scroller', '2D', 'Platformer', 'Gore', 'Singleplayer', 'Short', 'Adventure', 'Co-op', 'Controller', 'Multiplayer']",6120
"['Action', 'Adventure', 'Indie']",The Ball,"['Puzzle', 'Action', 'Indie', 'Adventure', 'First-Person', 'Physics', 'Singleplayer', 'FPS', 'Horror']",35460
['Action'],STAR WARS™: The Force Unleashed™ II,"['Action', 'Star Wars', 'Sci-fi', 'Third Person', 'Adventure', 'Singleplayer', 'Hack and Slash', 'Short', 'Controller', 'Story Rich', 'Fantasy']",32500
"['Action', 'Casual']",Flight Control HD,"['Casual', 'Action', 'Arcade', 'Touch-Friendly', 'Singleplayer', 'Indie', 'Strategy']",62000
"['RPG', 'Simulation', 'Strategy']",Patrician III,"['Strategy', 'Simulation', 'Trading', 'RPG', 'Economy', 'Historical', 'Management']",33570
"['Action', 'Casual', 'Indie']",BIT.TRIP BEAT,"['Indie', 'Rhythm', 'Music', 'Action', 'Casual', 'Arcade', 'Minimalist', 'Great Soundtrack', 'Difficult', '2D', 'Retro', 'Pixel Graphics', 'Mouse only', 'Singleplayer']",63700
"['Simulation', 'Strategy']",Theatre of War 2 - Battle for Caen,"['Strategy', 'Simulation', 'World War II']",46362
['Casual'],Woody Two-Legs: Attack of the Zombie Pirates,"['Casual', 'Pirates']",49320
"['Adventure', 'Indie']",Clones,"['Lemmings', 'Indie', 'Adventure', 'Puzzle', 'Strategy', 'Casual']",72400
['Strategy'],Victoria II: Interwar Spritepack,['Strategy'],42964
['Action'],Front Mission Evolved: Wanzer Pack 2,['Action'],43011
['Action'],Pound of Ground,"['Action', 'Zombies', 'Third Person', 'Third-Person Shooter', 'Singleplayer']",33980
['Casual'],Pat &amp; Mat,"['Casual', 'Puzzle', 'Cold War', 'Family Friendly', 'Comedy', 'Funny', 'Illuminati', 'Sexual Content', 'Memes', 'Difficult', 'Story Rich', 'Violent', 'Nudity']",65710
['Adventure'],Alternativa,"['Adventure', 'Point & Click', 'Sci-fi', 'Cyberpunk', 'Dystopian', 'Singleplayer']",33990
"['Casual', 'Indie']",Fish Fillets 2,"['Casual', 'Indie', 'Puzzle', 'Difficult', 'Funny', 'Singleplayer']",33950
"['Strategy', 'Indie']",Archon Classic,"['Strategy', 'Indie', 'Remake', 'Retro', 'Classic', 'Board Game', '4 Player Local']",65400
['Action'],Call of Duty®: Black Ops,"['Action', 'FPS', 'Zombies', 'Multiplayer', 'Shooter', 'Cold War', 'Singleplayer', 'First-Person', 'War', 'Military', 'Online Co-Op', 'Co-op', 'Adventure', 'Gore', 'Story Rich', 'Controller', 'Linear', 'Massively Multiplayer', 'Horror', 'Point & Click']",42700
"['Indie', 'Casual']",Rhythm Zone Tornado Visualizer DLC,"['Indie', 'Casual']",38923
"['Casual', 'Indie']",Arcadia,"['Indie', 'Casual', ""Shoot 'Em Up""]",72500
"['Action', 'Adventure', 'Strategy']",Oddworld: Munch's Oddysee,"['Adventure', 'Action', 'Strategy', 'Platformer', 'Comedy', '3D Platformer', 'Classic', 'Puzzle']",15740
"['Indie', 'Casual']",Rhythm Zone DJ Table Visualizer DLC,"['Casual', 'Indie']",38924
"['Action', 'Adventure', 'Strategy']",Oddworld: Stranger's Wrath HD,"['Adventure', 'Action', 'Singleplayer', 'Western', 'Strategy', 'Comedy', 'Classic', 'FPS', 'Third Person', 'Action-Adventure', 'Open World', 'Third-Person Shooter']",15750
"['Casual', 'Indie']",Clickr,"['Indie', 'Puzzle', 'Casual', 'Multiplayer', 'Fast-Paced', 'Clicker']",45500
['Adventure'],Back to the Future: The Game,"['Adventure', 'Point & Click', 'Time Travel', 'Episodic', 'Sci-fi', 'Singleplayer', 'Comedy', 'Funny', 'Puzzle', 'Movie', 'Futuristic', 'Story Rich']",31290
['Action'],Grand Theft Auto III,"['Open World', 'Action', 'Classic', 'Third Person', 'Singleplayer', 'Sandbox', 'Crime', 'Driving', 'Shooter', 'Adventure', 'Third-Person Shooter', 'Atmospheric', 'Great Soundtrack', 'Violent', 'Silent Protagonist', 'Mature', 'Story Rich', 'Multiplayer', 'Moddable', 'Satire']",12100
['Action'],Grand Theft Auto: San Andreas,"['Open World', 'Action', 'Multiplayer', 'Crime', 'Third Person', 'Classic', 'Singleplayer', 'Shooter', 'Driving', 'Sandbox', 'Adventure', 'Story Rich', 'Third-Person Shooter', 'Great Soundtrack', 'Mature', 'Atmospheric', 'Moddable', 'Funny', 'Comedy', 'RPG']",12120
"['Action', 'Adventure']",Lara Croft GoL: Raziel and Kain Character Pack,"['Action', 'Adventure']",35135
"['Action', 'Adventure']",Lara Croft GoL: Things that Go Boom - Challenge Pack 2,"['Action', 'Adventure']",35137
"['Action', 'Adventure']",Lara Croft GoL: Hazardous Reunion - Challenge Pack 3,"['Action', 'Adventure']",35138
"['Action', 'Adventure']",Lara Croft GoL: All the Trappings - Challenge Pack 1,"['Action', 'Adventure']",35136
['Action'],Grand Theft Auto: Vice City,"['Open World', 'Action', '1980s', 'Classic', 'Great Soundtrack', 'Third Person', 'Singleplayer', 'Crime', 'Sandbox', 'Atmospheric', 'Driving', 'Adventure', 'Third-Person Shooter', 'Shooter', 'Violent', 'Music', 'Mature', 'Multiplayer', 'Funny', 'Moddable']",12110
"['Action', 'Indie']",Zeit²,"['Action', 'Indie', ""Shoot 'Em Up"", 'Side Scroller']",33390
"['Action', 'Indie']",A.R.E.S.: Extinction Agenda,"['Action', 'Platformer', 'Indie', 'Side Scroller', 'Sci-fi', 'Robots', '2D', 'Short', 'Shooter', 'Singleplayer', 'Space', 'Arcade']",92300
"['Action', 'Indie', 'Strategy']",APOX,"['Strategy', 'Action', 'Indie', 'RTS']",80000
['Action'],Dead Space™ 2,"['Horror', 'Action', 'Sci-fi', 'Space', 'Third Person', 'Survival Horror', 'Gore', 'Third-Person Shooter', 'Multiplayer', 'Atmospheric', 'Singleplayer', 'Shooter', 'Aliens', 'Adventure', 'Co-op', 'Story Rich', 'Survival', 'Futuristic', 'Blood', '3D Vision']",47780
"['Adventure', 'Casual']",Drawn®: The Painted Tower,"['Adventure', 'Casual', 'Point & Click', 'Puzzle', 'Hidden Object']",51060
['Adventure'],Kaptain Brawe: A Brawe New World,"['Adventure', 'Point & Click', 'Sci-fi', 'Comedy']",65080
"['Action', 'Strategy', 'Indie', 'Sports']",Monday Night Combat,"['Action', 'Indie', 'Sports', 'Strategy', 'MOBA', 'Third-Person Shooter', 'Multiplayer', 'Arena Shooter', 'Comedy', 'Tower Defense', 'Co-op', 'Cartoon']",63200
"['Action', 'Adventure', 'Casual']",Luxor: 5th Passage,"['Casual', 'Action', 'Adventure', 'Match 3']",60340
['Action'],Alien Soldier,"['Action', 'Platformer', 'Retro', '2D', 'Difficult']",71116
['RPG'],Shining in the Darkness,"['RPG', 'Dungeon Crawler', 'Retro', 'Classic', 'First-Person']",71161
['RPG'],Light Crusader,"['RPG', 'Retro']",71119
['RPG'],Landstalker: The Treasures of King Nole,"['RPG', 'Isometric', 'Action RPG']",71118
['Action'],Gunstar Heroes,"['Action', 'Side Scroller', 'Classic', ""Shoot 'Em Up"", 'Platformer', 'Co-op', 'Local Co-Op', '2D', 'Great Soundtrack']",71117
['Adventure'],ToeJam &amp; Earl,"['Adventure', 'Classic', 'Great Soundtrack', 'Local Co-Op', 'Rogue-like', 'Comedy', '2D']",71166
['Action'],Streets of Rage 2,"[""Beat 'em up"", 'Action', 'Classic', 'Great Soundtrack', 'Retro', 'Arcade', 'Fighting', 'Local Co-Op', '2D']",71165
"['Action', 'Adventure']",Sonic The Hedgehog 2,"['Platformer', 'Action', 'Classic', 'Adventure', 'Great Soundtrack', '2D', 'Retro', ""1990's"", 'Singleplayer', 'Local Multiplayer', 'Colorful', 'Local Co-Op', 'Family Friendly', 'Fast-Paced']",71163
['Action'],Streets of Rage,"['Action', ""Beat 'em up"", 'Classic', 'Arcade', '2D', 'Great Soundtrack', 'Retro', 'Local Co-Op']",71164
['RPG'],Shining Force II,"['RPG', 'Turn-Based Strategy', 'Strategy RPG', 'Retro', 'Fantasy', 'JRPG', 'Strategy', 'Tactical RPG', 'Classic', '2D']",71160
['RPG'],Shining Force,"['RPG', 'Strategy RPG', 'Turn-Based Strategy', 'JRPG', 'Retro', 'Fantasy', 'Strategy']",71120
['Simulation'],The Sims™ 3,"['Simulation', 'Character Customization', 'Sandbox', 'Singleplayer', 'Building', 'Casual', 'Funny', 'Moddable', 'RPG', 'Family Friendly', 'Comedy', 'Romance', 'Adventure', 'Replay Value', 'Multiplayer', 'Great Soundtrack', 'Nudity', 'Strategy', 'Action', 'Female Protagonist']",47890
['Simulation'],Ship Simulator Extremes: Sigita Pack,['Simulation'],48802
['Simulation'],The Sims™ 3 Fast Lane Stuff,['Simulation'],47896
['Simulation'],The Sims™ 3 World Adventures,"['Simulation', 'Adventure']",47892
['Simulation'],The Sims™ 3 Late Night,['Simulation'],47894
['Simulation'],The Sims™ 3 Ambitions,['Simulation'],47893
['Simulation'],The Sims™ 3 High-End Loft Stuff,['Simulation'],47895
"['Casual', 'Indie']",Trino,"['Indie', 'Casual']",42000
['Casual'],Mishap 2: An Intentional Haunting - Collector's Edition,"['Casual', 'Hidden Object']",47570
['Simulation'],The Sims™ 3 Outdoor Living Stuff,['Simulation'],47897
"['Action', 'Casual', 'Indie']",Who's That Flying?!,"['Action', 'Indie', 'Casual', ""Shoot 'Em Up""]",57700
"['Adventure', 'Casual']",Myst: Masterpiece Edition,"['Adventure', 'Point & Click', 'Puzzle', 'Classic', 'Casual', 'Atmospheric', 'Exploration', 'Surreal', 'Story Rich', 'Mystery', 'First-Person', ""1990's"", 'FMV', 'Steampunk']",63660
['Strategy'],Guardians of Graxia: Elves &amp; Dwarves,['Strategy'],90504
['RPG'],Two Worlds II HD,"['RPG', 'Open World', 'Fantasy', 'Third Person', 'Exploration', 'Singleplayer', 'Multiplayer', 'Co-op', 'Action RPG', 'Crafting', 'Adventure', 'Story Rich', 'Action', 'Hack and Slash', 'Dark Fantasy', 'Great Soundtrack', 'Inventory Management', 'Magic', 'Nudity', 'Violent']",7520
['Casual'],YOU DON’T KNOW JACK®,"['Casual', 'Comedy', 'Local Multiplayer']",99200
['Racing'],Test Drive Unlimited 2,"['Racing', 'Open World', 'Driving', 'Multiplayer', 'Simulation', 'Singleplayer', 'Atmospheric', 'Realistic', 'Sports', 'First-Person', 'Sandbox', 'Massively Multiplayer', 'Arcade', 'Co-op', 'Action', 'Adventure']",9930
['RPG'],King Arthur: The Druids,['RPG'],24449
"['Strategy', 'Indie', 'Simulation']",Gratuitous Space Battles: Galactic Conquest,"['Strategy', 'Indie', 'Simulation']",41814
['Strategy'],The Kings' Crusade: New Allies,['Strategy'],42925
"['RPG', 'Strategy']",DUNGEONS - Steam Special Edition,"['Strategy', 'RPG', 'Fantasy', 'Simulation']",57650
"['Indie', 'Strategy']",AI War: Light of the Spire,"['Strategy', 'Indie']",40407
['RPG'],Drakensang: The River of Time,"['RPG', 'Fantasy', 'Singleplayer', 'Adventure', 'Real-Time with Pause', 'Party-Based RPG', 'Atmospheric', 'Turn-Based']",33770
['Strategy'],RISK™: Factions,"['Strategy', 'Board Game', 'Multiplayer', 'Singleplayer']",47800
"['Casual', 'Strategy']",Crazy Machines 2: Time Travel Add-On,"['Strategy', 'Casual']",18408
"['Action', 'Indie']",BIT.TRIP RUNNER,"['Indie', 'Rhythm', 'Platformer', 'Difficult', 'Music', 'Runner', 'Retro', 'Action', 'Great Soundtrack', 'Singleplayer', '2D', 'Pixel Graphics', 'Arcade', 'Minimalist', 'Side Scroller', 'Casual', 'Controller']",63710
['Action'],Homefront,"['Action', 'FPS', 'Multiplayer', 'Shooter', 'Singleplayer', 'First-Person', 'Atmospheric', 'Short', 'War', 'Open World', 'Co-op', 'Adventure', 'Military', 'Story Rich']",55100
"['Casual', 'Indie', 'Simulation', 'Strategy']",Fate of the World,"['Strategy', 'Simulation', 'Indie', 'Turn-Based', 'Political', 'Difficult', 'Casual', 'Politics', 'Education', 'Singleplayer', 'Card Game']",80200
['Indie'],B.U.T.T.O.N. (Brutally Unfair Tactics Totally OK Now),"['Indie', 'Local Multiplayer']",92400
['Strategy'],"Warhammer 40,000: Dawn of War II - Retribution Ork Race Pack",['Strategy'],56435
['Strategy'],"Warhammer 40,000: Dawn of War II - Retribution Imperial Guard Race Pack",['Strategy'],56433
['Strategy'],"Warhammer 40,000: Dawn of War II - Retribution Eldar Race Pack",['Strategy'],56432
['Strategy'],"Warhammer 40,000: Dawn of War II - Retribution Chaos Space Marines Race Pack",['Strategy'],56431
"['Free to Play', 'Massively Multiplayer', 'RPG']",RIFT,"['Free to Play', 'MMORPG', 'Massively Multiplayer', 'RPG', 'Fantasy', 'Multiplayer', 'Open World', 'Adventure', 'Action', 'Co-op', 'Character Customization', 'Online Co-Op', 'PvP', 'Magic', 'Survival', 'Singleplayer', 'Crafting', 'Strategy', 'First-Person', 'FPS']",39120
['Strategy'],"Warhammer 40,000: Dawn of War II: Retribution","['Warhammer 40K', 'Strategy', 'RTS', 'Tactical', 'Sci-fi', 'Multiplayer', 'Games Workshop', 'Online Co-Op', 'Real-Time', 'Singleplayer', 'Co-op', 'Futuristic', 'RPG', 'Action', 'Gore', 'Great Soundtrack', 'Fantasy', 'Atmospheric', 'Adventure']",56437
"['Indie', 'Casual']",Dinner Date,"['Indie', 'Short', 'Casual', 'Experimental', 'Singleplayer', 'First-Person', 'Simulation', 'Narration', 'Story Rich']",94000
['Strategy'],"Warhammer 40,000: Dawn of War II - Retribution Space Marines Race Pack",['Strategy'],56434
['Action'],Shadow Harvest: Phantom Ops,"['Action', 'Stealth', 'Third-Person Shooter']",92700
['Simulation'],Cities in Motion: Design Classics,['Simulation'],73012
['Simulation'],Ship Simulator Extremes: Ferry Pack,['Simulation'],48803
['Strategy'],"Warhammer 40,000: Dawn of War II: Retribution: Dark Angels Pack",['Strategy'],56536
['Racing'],STCC The Game 2 – Expansion Pack for RACE 07,"['Racing', 'Simulation']",44620
"['Action', 'Indie', 'Strategy']",Anomaly: Warzone Earth,"['Strategy', 'Indie', 'Tower Defense', 'Action', 'Sci-fi', 'Singleplayer', 'Touch-Friendly', 'RTS', 'Aliens', 'Top-Down']",91200
