date,title,sentiment_analysis,recommend,release_date
,Counter-Strike: Global Offensive,0,True,2012-08-21
"January 1, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"June 3, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
,Counter-Strike: Global Offensive,2,True,2012-08-21
,Counter-Strike: Global Offensive,2,True,2012-08-21
"March 19, 2015",Counter-Strike: Global Offensive,1,False,2012-08-21
"August 11, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"April 5, 2014",Counter-Strike: Global Offensive,2,True,2012-08-21
"July 15, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"September 27, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"June 12, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"August 30, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"September 7, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"September 12, 2014",Counter-Strike: Global Offensive,0,True,2012-08-21
"February 8, 2014",Counter-Strike: Global Offensive,2,True,2012-08-21
"April 8, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"March 24, 2015",Counter-Strike: Global Offensive,2,True,2012-08-21
"April 26, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"July 12, 2013",Counter-Strike: Global Offensive,1,True,2012-08-21
"December 6, 2013",Counter-Strike: Global Offensive,2,True,2012-08-21
"November 19, 2014",Counter-Strike: Global Offensive,2,True,2012-08-21
"March 8, 2014",Counter-Strike: Global Offensive,1,False,2012-08-21
"June 26, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"June 1, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"June 25, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"January 7, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"December 6, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"October 27, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"December 23, 2015",Counter-Strike: Global Offensive,2,True,2012-08-21
"June 18, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"July 29, 2015",Counter-Strike: Global Offensive,1,False,2012-08-21
"October 25, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"February 20, 2014",Counter-Strike: Global Offensive,2,True,2012-08-21
"December 22, 2013",Counter-Strike: Global Offensive,2,True,2012-08-21
,Counter-Strike: Global Offensive,2,True,2012-08-21
"December 28, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"July 23, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"April 19, 2015",Counter-Strike: Global Offensive,2,True,2012-08-21
"August 23, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"July 19, 2014",Counter-Strike: Global Offensive,0,True,2012-08-21
,Counter-Strike: Global Offensive,2,True,2012-08-21
"December 10, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"March 31, 2015",Counter-Strike: Global Offensive,0,True,2012-08-21
"May 21, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"February 20, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"July 18, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"February 28, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"August 23, 2014",Counter-Strike: Global Offensive,2,True,2012-08-21
,Counter-Strike: Global Offensive,0,False,2012-08-21
"November 11, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"December 29, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"June 13, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"January 15, 2015",Counter-Strike: Global Offensive,2,True,2012-08-21
"April 21, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"October 28, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"May 6, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"November 13, 2014",Counter-Strike: Global Offensive,2,True,2012-08-21
"May 20, 2014",Counter-Strike: Global Offensive,2,True,2012-08-21
"April 27, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
,Counter-Strike: Global Offensive,0,True,2012-08-21
"July 17, 2015",Counter-Strike: Global Offensive,0,False,2012-08-21
"March 1, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"June 15, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"September 17, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"June 17, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"April 23, 2015",Counter-Strike: Global Offensive,2,False,2012-08-21
"September 24, 2015",Counter-Strike: Global Offensive,0,True,2012-08-21
"March 27, 2015",Counter-Strike: Global Offensive,2,True,2012-08-21
"May 19, 2013",Counter-Strike: Global Offensive,1,True,2012-08-21
"November 29, 2013",Counter-Strike: Global Offensive,2,True,2012-08-21
"November 27, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"April 20, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"July 16, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"January 28, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"October 20, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"November 4, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"January 9, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"April 24, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"June 1, 2014",Counter-Strike: Global Offensive,2,True,2012-08-21
"June 10, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
,Counter-Strike: Global Offensive,1,True,2012-08-21
"December 26, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"July 9, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"March 24, 2015",Counter-Strike: Global Offensive,2,True,2012-08-21
"September 30, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
,Counter-Strike: Global Offensive,2,True,2012-08-21
"December 21, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"April 4, 2014",Counter-Strike: Global Offensive,2,True,2012-08-21
"May 13, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"July 12, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"June 21, 2014",Counter-Strike: Global Offensive,0,True,2012-08-21
"August 31, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"December 22, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"December 1, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"April 4, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"October 11, 2015",Counter-Strike: Global Offensive,2,True,2012-08-21
"June 5, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"April 26, 2014",Counter-Strike: Global Offensive,1,False,2012-08-21
"August 8, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"December 11, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"March 1, 2015",Counter-Strike: Global Offensive,2,True,2012-08-21
,Counter-Strike: Global Offensive,1,True,2012-08-21
,Counter-Strike: Global Offensive,1,True,2012-08-21
"April 13, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
,Counter-Strike: Global Offensive,1,True,2012-08-21
"December 12, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"January 7, 2015",Counter-Strike: Global Offensive,2,True,2012-08-21
"July 10, 2014",Counter-Strike: Global Offensive,2,True,2012-08-21
"January 30, 2015",Counter-Strike: Global Offensive,2,True,2012-08-21
"December 29, 2013",Counter-Strike: Global Offensive,2,True,2012-08-21
"August 18, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"September 25, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
,Counter-Strike: Global Offensive,2,True,2012-08-21
"August 14, 2013",Counter-Strike: Global Offensive,1,True,2012-08-21
"August 20, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"October 3, 2015",Counter-Strike: Global Offensive,1,False,2012-08-21
,Counter-Strike: Global Offensive,1,True,2012-08-21
"August 28, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
,Counter-Strike: Global Offensive,1,True,2012-08-21
"August 29, 2013",Counter-Strike: Global Offensive,2,True,2012-08-21
"September 17, 2014",Counter-Strike: Global Offensive,2,True,2012-08-21
"June 9, 2015",Counter-Strike: Global Offensive,2,True,2012-08-21
"June 19, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
,Counter-Strike: Global Offensive,1,True,2012-08-21
"August 1, 2015",Counter-Strike: Global Offensive,2,True,2012-08-21
"September 2, 2015",Counter-Strike: Global Offensive,2,True,2012-08-21
"August 29, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"July 11, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"April 8, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
,Counter-Strike: Global Offensive,1,True,2012-08-21
"April 11, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"July 20, 2014",Counter-Strike: Global Offensive,2,True,2012-08-21
"June 27, 2014",Counter-Strike: Global Offensive,0,True,2012-08-21
"June 6, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"May 18, 2014",Counter-Strike: Global Offensive,1,False,2012-08-21
"February 27, 2014",Counter-Strike: Global Offensive,0,False,2012-08-21
"August 22, 2015",Counter-Strike: Global Offensive,2,True,2012-08-21
"July 7, 2015",Counter-Strike: Global Offensive,2,True,2012-08-21
"February 1, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"March 27, 2014",Counter-Strike: Global Offensive,2,True,2012-08-21
"September 12, 2014",Counter-Strike: Global Offensive,2,True,2012-08-21
"July 26, 2013",Counter-Strike: Global Offensive,2,True,2012-08-21
"February 27, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"May 8, 2015",Counter-Strike: Global Offensive,0,False,2012-08-21
"December 24, 2015",Counter-Strike: Global Offensive,2,True,2012-08-21
"May 22, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"February 5, 2014",Counter-Strike: Global Offensive,2,True,2012-08-21
"November 12, 2014",Counter-Strike: Global Offensive,2,True,2012-08-21
"October 30, 2015",Counter-Strike: Global Offensive,0,True,2012-08-21
"October 12, 2014",Counter-Strike: Global Offensive,2,True,2012-08-21
"October 30, 2015",Counter-Strike: Global Offensive,0,True,2012-08-21
"November 28, 2014",Counter-Strike: Global Offensive,2,True,2012-08-21
"January 12, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"January 23, 2015",Counter-Strike: Global Offensive,2,True,2012-08-21
"August 16, 2015",Counter-Strike: Global Offensive,2,True,2012-08-21
,Counter-Strike: Global Offensive,1,True,2012-08-21
"September 15, 2012",Counter-Strike: Global Offensive,1,True,2012-08-21
"December 26, 2013",Counter-Strike: Global Offensive,2,True,2012-08-21
"January 11, 2015",Counter-Strike: Global Offensive,2,True,2012-08-21
"January 24, 2014",Counter-Strike: Global Offensive,2,True,2012-08-21
"November 22, 2014",Counter-Strike: Global Offensive,2,True,2012-08-21
"September 20, 2015",Counter-Strike: Global Offensive,1,False,2012-08-21
"November 4, 2014",Counter-Strike: Global Offensive,0,False,2012-08-21
"January 31, 2015",Counter-Strike: Global Offensive,2,True,2012-08-21
,Counter-Strike: Global Offensive,1,True,2012-08-21
"March 16, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"June 25, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"August 14, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"January 18, 2015",Counter-Strike: Global Offensive,0,True,2012-08-21
"February 13, 2015",Counter-Strike: Global Offensive,2,False,2012-08-21
"May 19, 2015",Counter-Strike: Global Offensive,0,True,2012-08-21
"January 1, 2015",Counter-Strike: Global Offensive,2,True,2012-08-21
"June 7, 2015",Counter-Strike: Global Offensive,2,True,2012-08-21
"July 6, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"December 31, 2014",Counter-Strike: Global Offensive,2,True,2012-08-21
"August 18, 2013",Counter-Strike: Global Offensive,1,True,2012-08-21
"October 30, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"April 19, 2015",Counter-Strike: Global Offensive,2,True,2012-08-21
"December 24, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"February 2, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"March 9, 2014",Counter-Strike: Global Offensive,2,True,2012-08-21
"August 27, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"August 26, 2015",Counter-Strike: Global Offensive,2,True,2012-08-21
"September 27, 2013",Counter-Strike: Global Offensive,1,True,2012-08-21
"January 3, 2014",Counter-Strike: Global Offensive,2,True,2012-08-21
"September 27, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"March 10, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"November 24, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"April 8, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"January 14, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
,Counter-Strike: Global Offensive,2,True,2012-08-21
"September 25, 2014",Counter-Strike: Global Offensive,2,True,2012-08-21
"October 17, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"April 30, 2014",Counter-Strike: Global Offensive,0,True,2012-08-21
"June 1, 2015",Counter-Strike: Global Offensive,2,True,2012-08-21
"November 30, 2013",Counter-Strike: Global Offensive,2,True,2012-08-21
"July 5, 2014",Counter-Strike: Global Offensive,2,True,2012-08-21
"May 13, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"November 15, 2014",Counter-Strike: Global Offensive,0,False,2012-08-21
"February 24, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
,Counter-Strike: Global Offensive,1,False,2012-08-21
"November 8, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"June 23, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"November 29, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"November 17, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"February 3, 2015",Counter-Strike: Global Offensive,2,True,2012-08-21
"June 24, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"January 20, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"February 7, 2015",Counter-Strike: Global Offensive,2,True,2012-08-21
"January 28, 2013",Counter-Strike: Global Offensive,2,True,2012-08-21
,Counter-Strike: Global Offensive,1,True,2012-08-21
,Counter-Strike: Global Offensive,1,False,2012-08-21
"June 28, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"April 27, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"September 30, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"September 16, 2015",Counter-Strike: Global Offensive,2,True,2012-08-21
"July 19, 2014",Counter-Strike: Global Offensive,0,True,2012-08-21
"April 24, 2015",Counter-Strike: Global Offensive,1,False,2012-08-21
"April 5, 2015",Counter-Strike: Global Offensive,2,True,2012-08-21
"December 19, 2013",Counter-Strike: Global Offensive,1,True,2012-08-21
"December 15, 2015",Counter-Strike: Global Offensive,2,True,2012-08-21
"January 30, 2015",Counter-Strike: Global Offensive,0,False,2012-08-21
,Counter-Strike: Global Offensive,0,True,2012-08-21
"January 27, 2015",Counter-Strike: Global Offensive,2,True,2012-08-21
"August 5, 2014",Counter-Strike: Global Offensive,0,True,2012-08-21
"July 12, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
,Counter-Strike: Global Offensive,2,True,2012-08-21
"July 14, 2015",Counter-Strike: Global Offensive,2,True,2012-08-21
,Counter-Strike: Global Offensive,1,True,2012-08-21
"March 15, 2014",Counter-Strike: Global Offensive,2,True,2012-08-21
"June 6, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
,Counter-Strike: Global Offensive,1,True,2012-08-21
"May 23, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"October 18, 2015",Counter-Strike: Global Offensive,0,True,2012-08-21
"July 1, 2015",Counter-Strike: Global Offensive,0,True,2012-08-21
"September 6, 2015",Counter-Strike: Global Offensive,2,True,2012-08-21
"November 28, 2013",Counter-Strike: Global Offensive,2,True,2012-08-21
"July 19, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
,Counter-Strike: Global Offensive,2,True,2012-08-21
"July 23, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"October 26, 2015",Counter-Strike: Global Offensive,2,True,2012-08-21
"April 29, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"December 14, 2014",Counter-Strike: Global Offensive,2,True,2012-08-21
"June 4, 2015",Counter-Strike: Global Offensive,0,True,2012-08-21
"June 28, 2015",Counter-Strike: Global Offensive,0,True,2012-08-21
"February 16, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"September 26, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"June 3, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"April 9, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"December 12, 2013",Counter-Strike: Global Offensive,2,True,2012-08-21
"July 16, 2013",Counter-Strike: Global Offensive,1,True,2012-08-21
"June 17, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"July 5, 2015",Counter-Strike: Global Offensive,0,True,2012-08-21
"July 6, 2015",Counter-Strike: Global Offensive,2,True,2012-08-21
"September 23, 2015",Counter-Strike: Global Offensive,0,True,2012-08-21
"June 25, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"December 2, 2013",Counter-Strike: Global Offensive,2,True,2012-08-21
"July 7, 2014",Counter-Strike: Global Offensive,2,True,2012-08-21
"July 26, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"January 7, 2014",Counter-Strike: Global Offensive,2,True,2012-08-21
"November 30, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"April 1, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"December 4, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"September 1, 2015",Counter-Strike: Global Offensive,0,True,2012-08-21
"September 28, 2015",Counter-Strike: Global Offensive,0,True,2012-08-21
"November 2, 2013",Counter-Strike: Global Offensive,0,True,2012-08-21
"July 25, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"February 1, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"May 26, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
,Counter-Strike: Global Offensive,2,True,2012-08-21
"April 2, 2014",Counter-Strike: Global Offensive,2,True,2012-08-21
"August 27, 2013",Counter-Strike: Global Offensive,1,True,2012-08-21
,Counter-Strike: Global Offensive,0,True,2012-08-21
"August 13, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"April 26, 2015",Counter-Strike: Global Offensive,2,True,2012-08-21
,Counter-Strike: Global Offensive,1,False,2012-08-21
"March 14, 2015",Counter-Strike: Global Offensive,2,False,2012-08-21
"November 29, 2013",Counter-Strike: Global Offensive,1,True,2012-08-21
"May 10, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"February 17, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"November 14, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"February 22, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
,Counter-Strike: Global Offensive,1,False,2012-08-21
"October 15, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"May 12, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"April 14, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"February 16, 2015",Counter-Strike: Global Offensive,2,True,2012-08-21
"December 29, 2013",Counter-Strike: Global Offensive,0,True,2012-08-21
"November 10, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
,Counter-Strike: Global Offensive,2,True,2012-08-21
"September 14, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"August 18, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"July 3, 2015",Counter-Strike: Global Offensive,2,True,2012-08-21
,Counter-Strike: Global Offensive,1,True,2012-08-21
,Counter-Strike: Global Offensive,2,True,2012-08-21
,Counter-Strike: Global Offensive,0,True,2012-08-21
"June 17, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
,Counter-Strike: Global Offensive,1,True,2012-08-21
"December 6, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
,Counter-Strike: Global Offensive,1,True,2012-08-21
"April 8, 2015",Counter-Strike: Global Offensive,2,True,2012-08-21
"December 30, 2014",Counter-Strike: Global Offensive,2,True,2012-08-21
"December 19, 2013",Counter-Strike: Global Offensive,1,True,2012-08-21
,Counter-Strike: Global Offensive,1,False,2012-08-21
"June 1, 2014",Counter-Strike: Global Offensive,2,True,2012-08-21
"June 13, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
,Counter-Strike: Global Offensive,2,True,2012-08-21
,Counter-Strike: Global Offensive,2,True,2012-08-21
"March 20, 2014",Counter-Strike: Global Offensive,2,True,2012-08-21
"March 21, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
,Counter-Strike: Global Offensive,2,True,2012-08-21
,Counter-Strike: Global Offensive,1,True,2012-08-21
,Counter-Strike: Global Offensive,1,True,2012-08-21
"February 4, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"March 28, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"October 4, 2014",Counter-Strike: Global Offensive,0,True,2012-08-21
"October 18, 2014",Counter-Strike: Global Offensive,2,True,2012-08-21
"February 24, 2014",Counter-Strike: Global Offensive,2,True,2012-08-21
"October 23, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"October 7, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"April 14, 2014",Counter-Strike: Global Offensive,2,True,2012-08-21
"October 17, 2014",Counter-Strike: Global Offensive,2,False,2012-08-21
"May 11, 2015",Counter-Strike: Global Offensive,0,True,2012-08-21
"February 11, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"December 14, 2015",Counter-Strike: Global Offensive,2,True,2012-08-21
"August 1, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"December 1, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"September 6, 2014",Counter-Strike: Global Offensive,2,True,2012-08-21
"November 8, 2014",Counter-Strike: Global Offensive,2,True,2012-08-21
"October 28, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"January 16, 2015",Counter-Strike: Global Offensive,2,True,2012-08-21
"February 18, 2015",Counter-Strike: Global Offensive,2,True,2012-08-21
"July 3, 2015",Counter-Strike: Global Offensive,1,False,2012-08-21
"July 5, 2015",Counter-Strike: Global Offensive,2,True,2012-08-21
"November 24, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"February 17, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"September 21, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"January 30, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
,Counter-Strike: Global Offensive,1,True,2012-08-21
"October 18, 2014",Counter-Strike: Global Offensive,2,True,2012-08-21
,Counter-Strike: Global Offensive,2,False,2012-08-21
"October 25, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"May 6, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"November 2, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"September 8, 2014",Counter-Strike: Global Offensive,2,True,2012-08-21
"November 5, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"September 29, 2014",Counter-Strike: Global Offensive,2,True,2012-08-21
"May 13, 2015",Counter-Strike: Global Offensive,2,True,2012-08-21
,Counter-Strike: Global Offensive,0,True,2012-08-21
"June 24, 2013",Counter-Strike: Global Offensive,2,True,2012-08-21
"June 27, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"June 13, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"July 28, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"February 6, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"October 21, 2015",Counter-Strike: Global Offensive,2,True,2012-08-21
"September 20, 2014",Counter-Strike: Global Offensive,2,True,2012-08-21
"April 11, 2015",Counter-Strike: Global Offensive,2,True,2012-08-21
,Counter-Strike: Global Offensive,1,False,2012-08-21
"January 10, 2015",Counter-Strike: Global Offensive,2,True,2012-08-21
"January 24, 2014",Counter-Strike: Global Offensive,2,True,2012-08-21
"April 30, 2014",Counter-Strike: Global Offensive,2,True,2012-08-21
"January 13, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"June 11, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
,Counter-Strike: Global Offensive,1,True,2012-08-21
,Counter-Strike: Global Offensive,1,True,2012-08-21
"October 31, 2015",Counter-Strike: Global Offensive,2,True,2012-08-21
,Counter-Strike: Global Offensive,1,True,2012-08-21
"December 24, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"September 11, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"January 1, 2014",Counter-Strike: Global Offensive,2,True,2012-08-21
,Counter-Strike: Global Offensive,1,True,2012-08-21
"September 6, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"January 12, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"June 17, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"September 14, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"April 15, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"March 12, 2014",Counter-Strike: Global Offensive,2,True,2012-08-21
"July 13, 2014",Counter-Strike: Global Offensive,2,True,2012-08-21
"December 2, 2013",Counter-Strike: Global Offensive,2,True,2012-08-21
"July 3, 2015",Counter-Strike: Global Offensive,1,False,2012-08-21
"June 12, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"December 12, 2013",Counter-Strike: Global Offensive,1,True,2012-08-21
"June 3, 2015",Counter-Strike: Global Offensive,0,True,2012-08-21
"July 2, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"December 31, 2013",Counter-Strike: Global Offensive,1,True,2012-08-21
"January 17, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"August 17, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"August 1, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"May 30, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"May 3, 2015",Counter-Strike: Global Offensive,2,True,2012-08-21
,Counter-Strike: Global Offensive,1,True,2012-08-21
"December 23, 2014",Counter-Strike: Global Offensive,0,True,2012-08-21
"April 27, 2015",Counter-Strike: Global Offensive,2,True,2012-08-21
"May 16, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
,Counter-Strike: Global Offensive,0,True,2012-08-21
"October 11, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"January 12, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
,Counter-Strike: Global Offensive,1,False,2012-08-21
"December 26, 2013",Counter-Strike: Global Offensive,1,True,2012-08-21
"August 22, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"October 7, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"January 11, 2015",Counter-Strike: Global Offensive,2,True,2012-08-21
"March 30, 2015",Counter-Strike: Global Offensive,1,True,2012-08-21
"May 22, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"August 18, 2013",Counter-Strike: Global Offensive,1,False,2012-08-21
"April 19, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"August 11, 2014",Counter-Strike: Global Offensive,1,True,2012-08-21
"January 5, 2015",Counter-Strike: Global Offensive,2,True,2012-08-21
"May 17, 2013",Counter-Strike: Global Offensive,1,True,2012-08-21
"August 10, 2014",Counter-Strike: Global Offensive,2,True,2012-08-21
"May 2, 2014",Counter-Strike: Global Offensive,0,False,2012-08-21
